Timestamp_us,Elapsed_ms,System_CPU_Percent,Process_CPU_Percent,Process_RSS_KB,Process_VmSize_KB,System_Total_KB,System_Used_KB,System_Free_KB,System_Available_KB,System_Buffers_KB,System_Cached_KB,System_Used_Percent,System_Available_Percent,CtxSwitches
101549998,487,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,273
101552186,489,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,276
101554393,491,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,277
101556560,493,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,278
101558749,495,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,280
101561031,498,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,281
101563222,500,66.67,50.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,282
101565440,502,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,283
101567625,504,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,284
101569859,507,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,285
101572036,509,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,286
101574241,511,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,287
101576408,513,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,288
101578591,515,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,289
101580859,518,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,290
101583041,520,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,292
101585246,522,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,293
101587432,524,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,294
101589634,526,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,295
101591800,529,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,296
101594032,531,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,297
101596229,533,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,298
101598416,535,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,299
101600586,537,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,300
101602779,540,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,301
101604953,542,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,302
101607148,544,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,303
101609371,546,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,304
101611546,548,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,305
101613749,550,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,306
101615910,553,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,308
101618177,555,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,309
101620370,557,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,310
101622550,559,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,312
101624810,562,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,313
101627037,564,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,314
101629242,566,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,315
101631437,568,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,316
101633642,570,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,317
101635821,573,0.00,50.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,318
101638040,575,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,319
101640219,577,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,320
101642406,579,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,321
101644583,581,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,322
101646767,584,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,324
101648955,586,0.00,50.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,325
101651167,588,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,326
101653381,590,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,327
101655546,592,0.00,100.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,328
101657763,595,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,329
101659945,597,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,330
101662195,599,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,331
101664387,601,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,332
101666570,603,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,333
101668743,605,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,334
101670966,608,100.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,335
101673181,610,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,336
101675362,612,0.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,337
101677586,614,50.00,0.00,4472,82088,899736,33200,814816,860408,1044,50676,3.69,95.63,338
